3 15225 23341
0 0     -385.99 387.12
3.8145090968259581e+00
-3.0788463884855847e+01
1.4494175050125268e+01
3.1661594651391471e+00
-2.4961428679272519e+01
1.5862899277754977e+01
3.2194179338079767e+00
-2.4062567797345213e+01
1.5862899277754977e+01
3.2194179338079767e+00
-2.4062567797345213e+01
-1.1939724397933594e+01
4.2239628704429721e+00
-3.5883290316693852e+01
-1.3889897424227868e+00
3.0069268876141311e+00
-2.3832950574813275e+01
-1.3700111467439497e+00
2.9585268176800956e+00
-2.3771528923751294e+01
1.4011501591992454e+01
3.3603987245213447e+00
-2.6949502618610250e+01
1.8620172892481133e+01
3.7063642153355159e+00
-2.9503129382631016e+01
1.4284713309081226e+01
3.2016075439032035e+00
-2.5587349839059033e+01
1.4186393236670266e+01
3.3262131610397550e+00
-2.6807220632280725e+01
-1.3001224006605153e+01
4.0105585795277738e+00
-3.4500031475958870e+01
1.5270088923226062e+01
3.2429527407434744e+00
-2.5017553116641416e+01
-6.7194279371539016e+00
4.5170812494959476e+00
-3.8910875177148043e+01
-3.3425877239435420e-01
2.7352270678247850e+00
-2.2224918243518545e+01
-3.3425877239435420e-01
2.7352270678247850e+00
-2.2224918243518545e+01
1.7342929739804383e+01
3.4819862146258092e+00
-2.8819160048422450e+01
1.4812827771100299e+01
2.7684201659502872e+00
-2.2845233110278997e+01
1.3288054945888211e+01
3.4356693901244570e+00
-2.8778521189437981e+01
1.4519435242114035e+01
3.0368244821858394e+00
-2.4989819896619810e+01
1.4298833866941647e+01
3.2430745618455452e+00
-2.7318838077320375e+01
1.2839493641812654e+01
3.4718445837171688e+00
-3.0519969934734998e+01
1.3657581162738646e+01
3.2811410555382774e+00
-2.8175348700154974e+01
1.8393906453809553e+01
3.5026869448198132e+00
-2.9464967552033276e+01
1.5136562111331346e+01
2.8325904489725708e+00
-2.3822681978793288e+01
1.4805815246870083e+01
2.8401469486815536e+00
-2.3694097068576742e+01
1.3510687529274721e+01
3.2232824210742432e+00
-2.8057215559238728e+01
1.3510687529274721e+01
3.2232824210742432e+00
-2.8057215559238728e+01
1.3509305855251375e+01
3.2471080773244245e+00
-2.7853155388808851e+01
1.4031002647213180e+01
2.9379579190906733e+00
-2.5421971590548843e+01
1.3477243235594507e+01
3.2688920496926559e+00
-2.8370040191980948e+01
3.6590951812135257e+00
2.5515802243774388e+00
-2.1908594273251243e+01
1.3963980285653363e+01
3.0824496414389135e+00
-2.7173944064974968e+01
1.5263668857866497e+01
2.9221260867715704e+00
-2.4681981443774550e+01
1.4509648584357818e+01
2.8418871269452195e+00
-2.4755410430609903e+01
-2.0160775792026353e+00
2.9567616210225722e+00
-2.6111878425891103e+01
1.4350777717363911e+01
3.0784117427749633e+00
-2.7020002587172439e+01
1.5503870550095893e+01
2.6878918837897081e+00
-2.3224762499187360e+01
1.4064856273968028e+01
2.8598980293537557e+00
-2.6013422128989838e+01
1.3558063227650779e+01
3.1172140530671104e+00
-2.8391796050670241e+01
1.4690565754329199e+01
2.7889335934468744e+00
-2.4803228174303211e+01
1.4246921529084775e+01
2.8344599484766220e+00
-2.5609086845437773e+01
1.4528105888713220e+01
2.7988100379022067e+00
-2.4839941037999072e+01
1.4528105888713220e+01
2.7988100379022067e+00
-2.4839941037999072e+01
1.5082914026955427e+01
2.6587082745779571e+00
-2.3414872906591249e+01
-7.6222291501374553e+00
3.9890890944924164e+00
-3.7511709251125609e+01
1.4006860883752488e+01
2.8451583733745780e+00
-2.6147102146260778e+01
1.8158279271593234e+01
3.2322342057253461e+00
-2.9548389577410784e+01
-2.8131902766675760e+00
2.9610062854043950e+00
-2.7268721655083986e+01
-2.8138555014256403e+00
2.9577307430157322e+00
-2.7244029225598659e+01
1.3596110005630589e+01
3.0260902045770712e+00
-2.7860794978630025e+01
1.5601356373792763e+01
2.8939976323371424e+00
-2.6623604072213020e+01
1.5601356373792763e+01
2.8939976323371424e+00
-2.6623604072213020e+01
1.3527488503470185e+01
2.9356342157920534e+00
-2.8114596551406045e+01
1.3682989861793224e+01
3.0324827491499837e+00
-2.8731046733349736e+01
1.4714932348891622e+01
2.9473934143345684e+00
-2.6580769763029899e+01
1.4858644045657545e+01
2.6458687140252386e+00
-2.4008179937378863e+01
1.4873944849597807e+01
2.7844940701554499e+00
-2.5631603688531516e+01
1.4169305164681170e+01
2.7405113174409115e+00
-2.6013260118309692e+01
-8.3435734860885571e+00
3.7374693881302430e+00
-3.7440001994674674e+01
1.3851430334188275e-01
2.2981064378501674e+00
-2.1554700066807872e+01
1.3851430334188275e-01
2.2981064378501674e+00
-2.1554700066807872e+01
1.3368581106291431e+01
2.9299335175396783e+00
-2.8600305335650372e+01
-2.8693630717588476e+00
2.7751111618979443e+00
-2.7008217172944743e+01
1.4943946674232890e+01
2.4792650636570879e+00
-2.3418904521580746e+01
1.3787355167596605e+01
2.8477669901390250e+00
-2.8644047390432785e+01
1.9425578310465603e+01
2.9725946985162528e+00
-2.8941910728666716e+01
-1.6127178234679740e+00
2.4632753502377853e+00
-2.3506713824625908e+01
1.4341163852110892e+01
2.5952396102542088e+00
-2.5657845030386493e+01
1.6325770012350219e+01
2.9207094539308742e+00
-2.9638159095021770e+01
1.4391032308116660e+01
2.4692313094960938e+00
-2.5020344882042291e+01
1.8684211842361012e+01
2.9104473348382047e+00
-2.9222641401151659e+01
1.2132708899853075e+01
3.4349467286458126e+00
-3.7198295123895313e+01
1.4216713092581990e+01
2.4544357096475307e+00
-2.5537894700914112e+01
1.3486505485220530e+01
2.7289706415407364e+00
-2.8375677253225774e+01
1.5554237739471780e+01
2.6218187868494485e+00
-2.6874324918450611e+01
1.4956811590737615e+01
2.4183772703709252e+00
-2.4968344236468859e+01
1.5807443836060111e+01
2.5143501265605122e+00
-2.4283325709040007e+01
1.3252981565651066e+01
3.1162758607226260e+00
-3.3181686435418115e+01
1.4696979139280957e+01
2.8117597478301022e+00
-3.0283687177809686e+01
1.3669078244962922e+01
2.6005376424890421e+00
-2.8199885238108504e+01
-3.5438307108307754e-01
2.2135412284090386e+00
-2.1817944274277977e+01
-3.1141628978974373e-01
2.1169701057813519e+00
-2.1687298466841288e+01
-1.0402412876848366e+00
2.2139636659425128e+00
-2.2413491959044318e+01
1.3270027357092829e+01
2.6816812776069034e+00
-2.9912143160770633e+01
1.4657507458180739e+01
2.4896914716170175e+00
-2.6351812628055736e+01
1.4685679614904110e+01
2.5040248053961891e+00
-2.6426043680538122e+01
1.6485675748504789e+01
2.7058816730910520e+00
-2.9687576092289554e+01
5.0301483133206726e-01
2.0356175447982920e+00
-2.1321283126109378e+01
1.3908292815827421e+01
2.4781588702253856e+00
-2.7692177375580673e+01
1.3605909905477031e+01
3.0071596591291296e+00
-3.4218507405048811e+01
-1.2176070466617151e+01
2.8697066256812609e+00
-3.3397927025595422e+01
1.8675478516911664e-01
2.1244213730898815e+00
-2.1553836574841188e+01
1.4608762102584105e+01
2.8869899809651067e+00
-3.2571778725384164e+01
1.4604349802187434e+01
2.2984276942261430e+00
-2.5655152140231703e+01
3.1401200753833964e+00
1.9579295263738317e+00
-2.1148134325753592e+01
1.3885510831865661e+01
2.4286462504154254e+00
-2.7648785206193427e+01
1.5425869250552740e+01
2.3163256505168088e+00
-2.4778278061061869e+01
-2.9289975539200084e+00
2.3040306228184466e+00
-2.6228027630500975e+01
4.3067734285509573e-01
1.9626538926353692e+00
-2.1077748470047975e+01
4.9333370679455940e-01
2.0138645796188324e+00
-2.1207881282322784e+01
1.4192432684718820e+01
2.2486833205479657e+00
-2.6536563265077888e+01
1.6565840780393078e+01
2.5556341240422302e+00
-2.9505886122406153e+01
1.4694460584359613e+01
2.3286768691190236e+00
-2.6307249674295623e+01
3.9548361636598578e-01
1.9771837516628690e+00
-2.1094121461331810e+01
1.4353373718612600e+01
2.2232691950133043e+00
-2.5847360101817110e+01
1.4353373718612600e+01
2.2232691950133043e+00
-2.5847360101817110e+01
1.5415464583519407e+01
2.3405081227219262e+00
-2.7103774057544701e+01
1.5081402543687927e+00
1.8433377470453145e+00
-2.0829304047917816e+01
-1.3871155220822815e+00
1.9674826871362208e+00
-2.2600445241184158e+01
2.0673676382884856e-01
2.0067888792918001e+00
-2.1826891727777941e+01
1.4906152503626279e+01
2.1111647519705623e+00
-2.4364864033193488e+01
-2.3133875489961420e+00
2.1933233569965611e+00
-2.5299279180897688e+01
1.3606602126771598e+01
2.4380289302513041e+00
-2.9549676403389068e+01
1.7640709105581156e+01
2.4806719540799107e+00
-2.9751381146168612e+01
1.2267786657089369e-01
1.8259338490718746e+00
-2.1182292691871506e+01
1.4436808273549993e+01
2.0919427776185247e+00
-2.5419784553697522e+01
1.4374825822365937e+01
2.0801074979780827e+00
-2.5350450142229551e+01
1.2643960026059217e+01
2.5974385204716675e+00
-3.3256504395797421e+01
1.4974394786212425e+01
2.1345903955285666e+00
-2.5833995702111888e+01
3.0170055783887757e+00
1.7583635512641353e+00
-2.1055770923624333e+01
-1.0360802429960923e+01
2.6137444362391755e+00
-3.4407442409685871e+01
-1.0360802429960923e+01
2.6137444362391755e+00
-3.4407442409685871e+01
1.5233991310320867e+01
1.9740143891791930e+00
-2.3976620412843033e+01
-6.9077678756157690e+00
2.7398924408697867e+00
-3.5944035970404705e+01
1.3294918545371264e+01
2.2685221977648178e+00
-3.0302755656842379e+01
1.4209458286925443e+01
2.1153819810322876e+00
-2.7093367123328999e+01
1.4773588398844918e+01
2.0402858162106532e+00
-2.5616981275713467e+01
1.4554497107714932e+01
1.9852886355085348e+00
-2.5374361707923004e+01
1.5524408315249516e+01
2.1160232920396855e+00
-2.5319109199483240e+01
1.3100762466681475e+01
2.6315130787749008e+00
-3.4913090302128481e+01
1.6474871074343882e+00
1.6639268065538357e+00
-2.0615289879510296e+01
1.5134680242330441e+01
3.0575026519644819e+00
-4.0338472827380578e+01
1.4518872840714046e+01
2.1834380560643663e+00
-2.8622902296053045e+01
-7.8389036636494360e+00
2.5414339685073992e+00
-3.5187533601095808e+01
1.4115406256177463e+01
2.0704620259899760e+00
-2.7705939993076463e+01
-7.0690602187010585e+00
2.5603976258999563e+00
-3.5357382602893544e+01
-7.0690602187010585e+00
2.5603976258999563e+00
-3.5357382602893544e+01
1.6012645754821769e+01
2.0093286270199364e+00
-2.4068938884172656e+01
1.4236179516230862e+01
1.9768835656402017e+00
-2.7103585082398766e+01
1.6095150632127343e+01
1.9957607594285995e+00
-2.3993201836090353e+01
1.4625487836707733e+00
1.5980470788152989e+00
-2.0627762691418713e+01
1.4035411276540406e+01
2.0254797489209762e+00
-2.8138157638906549e+01
2.8634276565321448e+00
1.5930998878841109e+00
-2.0820002576691365e+01
1.4134318771961389e+01
1.9307543964008891e+00
-2.7051607521844794e+01
1.5907741657093606e+01
1.9563950829361314e+00
-2.4354224810865475e+01
-1.2716750352058682e+01
2.4170847243059619e+00
-3.5368791528576921e+01
1.0987097875496410e+00
1.5525517461427079e+00
-2.0664770103737478e+01
1.3920079170448282e+01
1.8472600993993462e+00
-2.7547328246614402e+01
1.3564130890558403e+01
2.4343757835520474e+00
-3.5051833296904903e+01
1.3676985984843931e+01
2.2688842884375076e+00
-3.3950640694114803e+01
1.7173863983213771e+01
2.0078099475501689e+00
-2.9111999588991697e+01
1.4604816838352821e+01
1.7033247226539561e+00
-2.4910395688567068e+01
1.4302110396233413e+01
1.8676317074624305e+00
-2.7506489310522142e+01
1.5833922213637829e+01
2.0626499170669219e+00
-3.0372028102809882e+01
1.4803634214799160e+01
2.7656888332244587e+00
-4.1211653880028756e+01
-3.3148918918795558e+00
1.7616281386530765e+00
-2.5545253265665629e+01
1.7258320420688847e+01
1.9517409063464732e+00
-2.9114774638162313e+01
1.4006919196381380e+01
1.8401914049895323e+00
-2.8325215448898348e+01
1.4194499973131631e+01
1.9099460920087272e+00
-2.8631174668127041e+01
1.3854472924458550e+01
1.9172520854448241e+00
-2.8425476875913954e+01
1.4551037237574368e+01
1.8034823587813864e+00
-2.7001874138314108e+01
7.5913217212129680e-01
1.4407998212913178e+00
-2.0724426443710307e+01
1.4287527022850277e+01
1.7988788739768675e+00
-2.7962239053424369e+01
1.4194288665882588e+01
1.7409724823158943e+00
-2.7249081162578275e+01
1.4998387419154554e+01
1.8887217066363495e+00
-2.8567611591121707e+01
1.4163726673264890e+01
1.7071542261095911e+00
-2.7117244481769124e+01
-6.8440783731239474e+00
2.2108043768339054e+00
-3.5730484077650935e+01
1.4585234139595773e+01
1.5512545692781310e+00
-2.4517752918625028e+01
1.4498134976879518e+01
1.7405901904294736e+00
-2.7136132816824762e+01
1.4884862170054769e+01
1.5857462264742979e+00
-2.4295307092751795e+01
1.4884862170054769e+01
1.5857462264742979e+00
-2.4295307092751795e+01
1.4882551493136841e+01
1.5416596849798252e+00
-2.4866181198509608e+01
1.4473980287700000e+01
1.6154976926340618e+00
-2.6744638046954208e+01
1.7980249553319741e+01
1.7856763126547737e+00
-2.9553441922314938e+01
1.4767523730750273e+01
1.7057023140429255e+00
-2.7937871019717171e+01
1.4637046810795923e+01
1.6290012682492376e+00
-2.7676069376343364e+01
1.4290979542566465e+01
1.6342467594222831e+00
-2.8196478259044508e+01
1.4082784967665855e+01
1.5749175615409547e+00
-2.7882655963491406e+01
1.4685847937422126e+01
1.5408569387304687e+00
-2.6847032961924839e+01
-1.5879547667972196e+00
1.3880046892977356e+00
-2.2601531686898145e+01
4.8003538451815175e-01
1.2948135019363212e+00
-2.0737327048038125e+01
1.4511853942997030e+01
1.4871096376981832e+00
-2.6648190630729925e+01
1.4343579490154813e+01
1.4630588391650938e+00
-2.6357280090003631e+01
1.7970322652134669e+01
1.7234268780217072e+00
-2.9550150556469806e+01
1.5931611652308625e+01
2.3525128195983380e+00
-4.1910960252725019e+01
-1.1887436186673707e+01
1.7513798788675128e+00
-3.2456860842003898e+01
-1.2795580361805875e+01
1.9126673234281502e+00
-3.5295697786605317e+01
8.2112097697448572e-01
1.2394300633325230e+00
-2.0586376721740017e+01
8.1829493829720135e-01
1.2570477889129406e+00
-2.0612654590182018e+01
1.5139747457806260e+01
2.2920120677851199e+00
-4.1244661791059436e+01
1.4276863816421653e+01
1.4888118527119290e+00
-2.7006784731481623e+01
1.4251339456688319e+01
1.4712056422182949e+00
-2.6950348938682914e+01
-1.7762362009539714e+00
1.3425143878133032e+00
-2.2939891896281917e+01
1.2908568337293485e+01
1.7057845382530126e+00
-3.2920211000089495e+01
1.4009461234487841e+01
1.5250425881571952e+00
-2.8489268105973313e+01
1.4473416474948911e+01
1.4086414497185578e+00
-2.6348185981068628e+01
-1.1899624504569972e+00
1.2567079021576926e+00
-2.2001141621642844e+01
1.3961391939888086e+01
1.4630485581202086e+00
-2.8648410102322497e+01
1.2883653566433100e+00
1.1769877144308858e+00
-2.0476908986138358e+01
1.3991319740554664e+01
1.7499701015525662e+00
-3.2728792903490216e+01
1.1773938958838541e+00
1.1684309171786100e+00
-2.0481868682125572e+01
1.8144403450751170e+01
1.5745957137029245e+00
-2.9487389294275921e+01
1.8144403450751170e+01
1.5745957137029245e+00
-2.9487389294275921e+01
1.2834668013536875e+01
1.6339030160054426e+00
-3.3517426947934268e+01
1.4004021903913168e+01
1.4408363817243168e+00
-2.8845988218826310e+01
1.4583418523661338e+01
1.2973608406758441e+00
-2.5558051021422134e+01
1.5252020714581814e+01
1.2402814160373543e+00
-2.4767369753605777e+01
1.4757426769324484e+01
1.3517698059959715e+00
-2.6427515936724191e+01
1.5579455160243649e+01
1.2693687093323602e+00
-2.3506327117426508e+01
1.4054095292224206e+01
1.3674774849870033e+00
-2.8068365482744323e+01
-4.2743264647330792e-01
1.1633104392409592e+00
-2.1288546415989181e+01
1.4551876539128971e+01
1.4214873245454318e+00
-2.7462453428615564e+01
1.4323404142182470e+01
1.3747520030930407e+00
-2.7079528899526149e+01
1.5081454944455141e+01
1.4349706005863869e+00
-2.7962907632333071e+01
1.3920969859557648e+00
1.1543301819410914e+00
-2.0557798526024015e+01
1.3893290511862098e+01
1.3473617535040900e+00
-2.8766590553301654e+01
1.4732426679418527e+01
1.3412041211677046e+00
-2.6145150516544287e+01
1.5168334758991119e+01
1.4178801634100870e+00
-2.6347096815929948e+01
1.4684371084981915e+01
1.2613569277720029e+00
-2.5662580457125962e+01
1.4481714988071028e+01
1.3172062101605582e+00
-2.6614177339826622e+01
1.4032242367781027e+01
1.4009829344790647e+00
-2.8929986227243777e+01
1.4021988160953052e+01
1.2783710137576527e+00
-2.7904386440550045e+01
1.4479537990637724e+01
1.1834240078427030e+00
-2.5685382266063215e+01
-1.9014285548346830e+00
1.1646829676227117e+00
-2.2961962428449027e+01
1.3825149737589779e+01
1.7755189374853493e+00
-3.6886041016983491e+01
-2.0427464248947808e-01
1.0909983540096211e+00
-2.1030491672693579e+01
2.3232910225834340e+00
1.1693466723060477e+00
-2.1596145734262929e+01
2.3232910225834340e+00
1.1693466723060477e+00
-2.1596145734262929e+01
1.2862221533827180e+01
1.4527841244743107e+00
-3.3621402294338012e+01
-9.6065352306382898e+00
1.4707762494542005e+00
-3.3246528253841667e+01
-9.6065352306382898e+00
1.4707762494542005e+00
-3.3246528253841667e+01
1.6817555765499293e+01
1.3781659157200852e+00
-3.0293846483799012e+01
1.4546793707574908e+01
1.1845776072719001e+00
-2.6124028172273963e+01
1.6592734472545118e+01
1.3377026815885396e+00
-2.9805448349393895e+01
1.4378871232734175e+01
1.1859821465912164e+00
-2.7279415644409845e+01
-8.4328358208575072e+00
1.4430535058283303e+00
-3.3565305388998837e+01
-2.4266774014853625e+00
1.1253057578633352e+00
-2.3754390043912490e+01
-1.3986866567467706e+00
1.0842486234974729e+00
-2.2199874341776134e+01
1.5126365737250300e+01
1.2876213906104750e+00
-2.8603239599041792e+01
1.5093296779377834e+01
1.2765663060653030e+00
-2.8655094455244718e+01
1.5771176390106216e+01
1.2719951159429945e+00
-2.5029963037153475e+01
7.6888861170260570e-01
9.9043204289722320e-01
-2.0512271811252166e+01
1.4499351861226463e+01
1.2856881910300948e+00
-2.9264629816895997e+01
1.0511790958941489e+00
9.3776044960298743e-01
-2.0451051594091947e+01
1.4611878089903495e+01
1.1661013724258249e+00
-2.8040149189338798e+01
1.4504156642026681e+01
1.1526959926253051e+00
-2.7486429387168339e+01
1.5018483672979269e+01
1.0228925920814651e+00
-2.4506465471252163e+01
1.3711169529231141e+01
1.1650819023665202e+00
-2.8839059018617270e+01
-2.3121973335542036e+00
1.0115574433666736e+00
-2.3555374804149182e+01
1.4624513406412065e+01
1.0222698841475559e+00
-2.6850936512586042e+01
1.4961888801987186e+01
1.0974201943988282e+00
-2.6715255824742734e+01
2.0245925732723888e+00
8.9617739719420730e-01
-2.0391616919065392e+01
1.4874498314580539e+01
1.0961543190276686e+00
-2.6900836170679007e+01
1.4244879555824323e+01
9.5875040358410513e-01
-2.7350234205105483e+01
1.4244879555824323e+01
9.5875040358410513e-01
-2.7350234205105483e+01
4.4103023151995829e-01
8.6428594677683557e-01
-2.0562817018223825e+01
-1.3198829054725319e+01
9.8680205595945447e-01
-2.8422195460153361e+01
-9.9260500146538377e-01
8.9750463571095562e-01
-2.1676146713308626e+01
4.7405948166686471e+00
8.8118563627262880e-01
-2.1905321687358946e+01
1.5373969894172282e+01
8.8136243505674206e-01
-2.3992537296536792e+01
1.5192252597616845e+01
9.2902582855463822e-01
-2.3736113353203343e+01
1.4254493293327206e+01
9.7614617997932340e-01
-2.8455937461783385e+01
1.4231658811386763e+01
1.0106220842460691e+00
-2.8439981695356312e+01
1.8565173933694727e+01
1.1108036397278156e+00
-2.9257798158582851e+01
-8.1823856980951355e+00
1.1803687770904849e+00
-3.3414538392281592e+01
-8.1823856980951355e+00
1.1803687770904849e+00
-3.3414538392281592e+01
2.4688708477189540e+00
8.3469572975324624e-01
-2.0410048704309570e+01
1.5457283051748544e+01
1.0536948151922252e+00
-2.8012971761000816e+01
1.7642293134361346e+01
1.0983968416217751e+00
-2.9817362461380704e+01
1.4980390996613641e+01
1.0533241502297537e+00
-2.7179481785296332e+01
1.4973148385412030e+01
9.9984202671489575e-01
-2.6719718818959677e+01
4.1428936386710619e-01
8.1679572345208706e-01
-2.0599407979601974e+01
1.4168425246761787e+01
9.6500436960764158e-01
-2.9483463807098996e+01
-8.1528844128091205e+00
1.1202167753824706e+00
-3.2937245128107755e+01
-9.2322361229880805e+00
1.0925623077415001e+00
-3.2725740036397056e+01
-9.2322361229880805e+00
1.0925623077415001e+00
-3.2725740036397056e+01
-8.5256267487466868e+00
1.1206581413423220e+00
-3.3732536542138398e+01
-8.0521179382703316e+00
1.1040511210118000e+00
-3.3098467512716596e+01
1.3938702007785048e+01
1.2511032961801662e+00
-3.5540585589059518e+01
1.4528668093613664e+01
8.9610662565321053e-01
-2.7392454814189403e+01
1.4701313785539693e+01
8.4943346761738847e-01
-2.6113918928576503e+01
1.4246134135894433e+00
7.4426649151788016e-01
-2.0356708190944413e+01
3.2639723180114828e+00
7.5369484617544191e-01
-2.0695814328134514e+01
7.2197109512511695e+00
8.2145784967143920e-01
-2.4991770774607232e+01
7.2197109512511695e+00
8.2145784967143920e-01
-2.4991770774607232e+01
1.5254527647109475e+01
9.6725516227215902e-01
-3.2051294939690173e+01
1.3606893788652911e+01
1.0787464365545079e+00
-3.3728721539982274e+01
1.5342664520696395e+01
8.1255187272893681e-01
-2.3983479819097717e+01
1.5336407603061529e+01
8.1789965631782791e-01
-2.4035933373346612e+01
1.5053084369511856e+01
7.2117317372834033e-01
-2.3585546204612108e+01
1.4455401564735178e+01
7.5059015089304393e-01
-2.7265098497724420e+01
1.4361269761988000e+01
7.8198831558435822e-01
-2.7815385022393556e+01
1.4413678679005633e+01
8.3184929489884818e-01
-2.8391256481249197e+01
1.4584258145647357e+01
7.2716181343240682e-01
-2.6862048394206447e+01
1.4542789046783144e+01
6.6509218355152255e-01
-2.6767408559382751e+01
1.4996449299078833e+01
7.6950743507730812e-01
-2.6815453318102382e+01
-9.0847833887537437e+00
8.0764371968702076e-01
-3.3434376112593974e+01
1.5640739781725975e+01
7.6896857381332107e-01
-3.1066595572196391e+01
1.5450673517395330e+01
7.0862525369115470e-01
-2.8339515307216494e+01
1.4048509827018270e+01
7.1062047276325091e-01
-2.9509529781736560e+01
1.5402531495560689e+01
6.2592589730891568e-01
-2.7826017888673878e+01
1.4461789536794909e+01
5.3345827961214909e-01
-2.6748599244877333e+01
1.4524497739340712e+01
5.6492535789317011e-01
-2.8189483691510780e+01
1.4449845092029577e+01
5.1816751797768013e-01
-2.8023606963575830e+01
1.4811073642315748e+01
5.9563098781942636e-01
-2.7467185683451763e+01
1.4811073642315748e+01
5.9563098781942636e-01
-2.7467185683451763e+01
2.3207066733808639e+00
5.0217916936699136e-01
-2.0358887066899729e+01
2.8855399579224488e-02
5.0168043500316872e-01
-2.0692856909521122e+01
4.5110062300247540e+00
4.8237769158524585e-01
-2.1533180696894984e+01
1.4175966436131267e+01
4.6789923866724437e-01
-2.8999385728495305e+01
1.8817253315809541e+01
5.5491124656036850e-01
-2.9238471889196759e+01
7.2033142063138857e+00
4.4975751166924366e-01
-2.4199718757666009e+01
-1.5814712782573392e+00
4.5648738951826429e-01
-2.2354666882159371e+01
9.6879782208633580e-01
4.3588950529078829e-01
-2.0348439949847105e+01
9.7393578597805774e-01
4.5193185963308768e-01
-2.0430654999584259e+01
1.4196155976876222e+01
4.1380115534500594e-01
-2.9211965546165423e+01
9.8544752484394094e-01
4.6038020789257267e-01
-2.0418282743203097e+01
1.5405448595237084e+01
4.6090399960448591e-01
-2.8297662471997175e+01
1.4527786952087284e+01
2.9407215415168814e-01
-2.6836173817017308e+01
1.4527786952087284e+01
2.9407215415168814e-01
-2.6836173817017308e+01
1.5499415456573677e+01
3.9144070078250448e-01
-2.3136857099952170e+01
-9.4722685029364158e+00
4.5859991704725911e-01
-3.1753090209480757e+01
2.5316279359046545e-01
4.2398450749161271e-01
-2.0675367550159638e+01
1.4713160879649877e+01
3.4186554363256716e-01
-2.7984292872584781e+01
-9.2392935385632899e+00
3.1709953340971647e-01
-3.1637898624250244e+01
1.4734195702777967e+01
1.9596749836847310e-01
-2.6907097915177445e+01
1.8999344505690843e-01
2.4169414608483664e-01
-2.0666765000648162e+01
3.0249136228188639e-01
2.4134644980658068e-01
-2.0583019287423181e+01
3.1020798989800848e+00
2.3336390659486805e-01
-2.0576556265689721e+01
1.4733843413926808e+01
4.4979420485257653e-02
-2.7714738595613301e+01
1.4285771147194883e+01
1.4887555838058322e-01
-2.8937733520415620e+01
1.4520600037606565e+01
9.3378621952728530e-02
-2.7913099563355974e+01
1.4481550760403403e+01
1.1378163796276990e-01
-2.7837771366075785e+01
-2.3757725307214050e+00
2.2540293506668446e-01
-2.2646074820114514e+01
1.4669818004715896e+01
3.3171312578901123e-02
-2.7213264084196343e+01
1.4623166292120874e+01
7.5321395665083099e-02
-2.7332948256580252e+01
1.5483399075935138e+01
2.2498088123909621e-01
-2.6450554809817881e+01
-2.3506744581578651e+00
2.0985057898925108e-01
-2.2780572340604536e+01
1.4483675860882537e+01
6.3519336998591205e-02
-2.8903097907820303e+01
1.7673168772490033e+01
1.4299229562842447e-01
-2.9912551298083347e+01
-8.8279156986540297e-01
1.8115861764750801e-01
-2.1428735428656964e+01
2.9153586067184021e+00
1.6915768605745299e-01
-2.0548830298791263e+01
1.4824183714014277e+01
1.1984803755400121e-01
-2.8158834351773358e+01
1.5121253115028074e+01
1.5701041438698107e-01
-2.7487381082011492e+01
1.4829540858449942e+01
5.6247320039142901e-02
-2.5632916184333880e+01
1.4875554290064100e+01
6.2913226248843990e-02
-2.5561727796273757e+01
1.5107808751782979e+01
9.8932515820841074e-02
-2.5592431779047267e+01
1.4804112789140840e+01
-8.8259632704261431e-02
-2.7673484143924561e+01
1.5085872636824631e+01
2.3015703502869828e-02
-3.2434949940560571e+01
1.6033466313915035e+01
1.9128534988825344e-01
-2.4960450811973235e+01
1.6033466313915035e+01
1.9128534988825344e-01
-2.4960450811973235e+01
-2.3474641714316191e+00
1.1889404008924524e-01
-2.2401120340077625e+01
3.1969861236852162e+00
1.1851465644317095e-01
-2.0585392192672632e+01
4.0205138765999155e+00
1.0722686083201864e-01
-2.1366084665699706e+01
1.4591547194225065e+01
-8.0998281231912064e-02
-2.7011242680870208e+01
1.5553420617058018e+01
1.3127952495393078e-01
-2.6210664669577305e+01
3.2324889000520676e+00
8.6744472200909750e-02
-2.0651107484480558e+01
1.4880531262231361e+01
-3.9369853489653113e-02
-2.6440390601549705e+01
1.4735157126645083e+01
-6.4682613029277941e-02
-2.7682609428214626e+01
-2.3083948191495209e+00
5.7842545042564662e-02
-2.2306480597854151e+01
1.4446547464595202e+01
-9.1779382103906945e-02
-2.8838070637875550e+01
1.4316380772235666e+01
-1.8026955690182381e-01
-2.8849049890080067e+01
1.6869359611952419e+01
-1.0892883295064375e-01
-2.9892857451420490e+01
-3.8255377562709314e+00
-1.1683708801329429e-02
-2.3146468891283082e+01
1.9399362135278448e+01
-8.8311474494130279e-02
-2.8997972316786189e+01
4.2727523424415015e+00
-2.0334499132369302e-02
-2.1322106549369785e+01
3.2461211848263405e+00
-2.2982272887617287e-02
-2.0646719604122488e+01
1.4634234965078742e+01
-2.4773698045835957e-01
-2.8047680943815294e+01
1.5608976684236142e+01
-3.9447929902960567e-02
-2.4697347334050434e+01
1.9244233368092907e+01
-1.1712672524567135e-01
-2.9090053165237961e+01
1.1095245546898631e+00
-1.7185351521773223e-02
-2.0331388551480977e+01
3.2643553012562001e+00
-5.2921013192914521e-02
-2.0616659462945140e+01
1.5246191814377244e+01
-1.8469378624371449e-01
-2.4400118217219219e+01
3.2427044892538355e+00
-6.5568387547982276e-02
-2.0659404842303918e+01
3.2427044892538355e+00
-6.5568387547982276e-02
