14 22106 67362
2 0     -667.92 123.11
10 15358     764.54 249.62
3 15359     526.55 -231.13
10 15359     745.97 255.23
12 15359     673.9 230.94
3 15360     96.47998 -231.95
6 15360     12.71997 82.67999
10 15360     -35.25 194.31
12 15360     29.92999 136.92
15 15360     32.45001 200.6
3 15361     509.73 -234.74
6 15361     575.77 219.74
10 15361     727.79 258.88
3 15362     507.5699 -236.83
6 15362     574.08 217.56
12 15362     653.2 227.27
3 15363     199.76 -239.82
10 15363     75.47998 161.95
3 15364     478.76 -242.17
6 15364     540.35 217.63
10 15364     693.73 265.33
3 15365     269.05 -244.05
10 15365     176.99 155.83
3 15366     752.14 -244.75
7 15366     771.66 154.08
3 15367     549.8199 -246.54
9 15367     449.48 152.77
10 15367     765.88 228.43
12 15367     697.04 208.36
3 15368     -613.02 -248.07
9 15368     -653.88 96.29999
3 15369     473.34 -253.98
10 15369     684.4399 255.65
3 15370     -71.39001 -258.11
5 15370     538.4399 -582.48
3 15371     -26.54999 -257.85
5 15371     575.35 -602.65
6 15371     -119.53 67.87
7 15371     -139.06 165.38
8 15371     84.08002 3.359985
15 15371     -93.59003 216.41
3 15372     493.11 -258.75
7 15372     533.63 219.96
3 15373     555.52 -259.08
9 15373     452.84 143.21
12 15373     701.45 194.57
3 15374     475.5601 -264.15
6 15374     534.02 194.93
12 15374     613.85 204.73
3 15375     225.6899 -270.65
7 15375     79.08002 110.5
10 15375     92.73999 121.51
15 15375     183.3101 116.87
3 15376     464.72 -271.68
6 15376     520.63 188.84
3 15377     -166.79 -272.47
8 15377     -12.15997 5.920013
9 15377     -178.06 119.73
3 15378     749.79 -272.07
7 15378     747.8199 120.01
3 15379     459.97 -273.86
6 15379     515.74 187.11
9 15379     371.5 129.75
10 15379     666.15 241.25
3 15380     -59.34998 -276.93
5 15380     542.39 -609.1801
6 15380     -153.51 52.07001
3 15381     289.61 -278.09
8 15381     357.82 -25.82999
3 15382     493.59 -281.1
6 15382     552.21 173.36
3 15383     517.65 -282.89
6 15383     578.76 167.27
8 15383     594.61 -15.23001
12 15383     657.17 176.88
3 15384     524.77 -284.82
12 15384     664.45 173.77
3 15385     471.28 -286.09
6 15385     526.71 172.51
12 15385     606.66 182.45
3 15386     506.87 -296.58
6 15386     564.5 154.67
3 15387     -115.29 -298.12
6 15387     -208.08 45.76001
3 15388     537.4301 -300.65
10 15388     737.1801 177.54
12 15388     677.5699 153.39
3 15389     537.4301 -300.65
10 15389     737.1801 177.54
3 15390     -60.09998 -303.51
6 15390     -155.98 21.21997
12 15390     -132.93 77.57001
3 15391     358.3 -304.87
8 15391     425.29 -45.75
3 15392     505.96 -306.67
6 15392     562.63 144.32
8 15392     583.47 -34.62
12 15392     640.77 154.11
3 15393     510.96 -307.13
6 15393     568.25 142.52
7 15393     540.27 172.22
8 15393     588.03 -35.48999
9 15393     413.85 101.33
10 15393     707.7 183.84
12 15393     646.3199 151.78
3 15394     10.53003 -312.2
6 15394     -85.28 -2.340027
3 15395     -161.07 -316.2
6 15395     -251.42 38.15002
13 15395     236.5 -177.37
3 15396     491.25 -320.36
6 15396     544.95 132.04
3 15397     198.1899 -328.43
15 15397     120.24 46.72998
3 15398     97.04999 -329.17
10 15398     -66.45001 86.63
3 15399     421.7 -329.41
8 15399     482.42 -67.78003
3 15400     -86.71002 -332.87
6 15400     -182.96 -3.119995
9 15400     -110.38 68.51001
3 15401     285.6899 -333.41
6 15401     219.87 -24.28998
8 15401     347.72 -73.90002
12 15401     242.9 18.17999
3 15402     -41.45001 -337.92
6 15402     -138.49 -20.96002
8 15402     67.57001 -64.82001
3 15403     527.37 -343.01
6 15403     582.34 101.9
3 15404     579.45 -345.29
10 15404     766.05 112.93
3 15405     414.5 -346.51
8 15405     471.28 -84.45001
3 15406     435.54 -347
8 15406     489.78 -86.16998
3 15407     161.11 -360.42
8 15407     232.42 -94.85999
3 15408     75.85999 -361.34
15 15408     -31.35999 44.54999
3 15409     605.9301 -367.85
10 15409     787.12 78.28003
12 15409     741.8199 69.53003
3 15410     475.0601 -368.89
7 15410     499.78 130.23
15 15410     872.88 142.13
3 15411     134.4 -371.39
6 15411     42.13 -76.65002
3 15412     -586.97 -388.95
9 15412     -613.22 -25.28003
3 15413     27.47998 -392.03
6 15413     -75.13 -97.47998
3 15414     393.54 -394.2
8 15414     439.7 -130.1
9 15414     305.28 22.69
12 15414     365.24 -52.33002
13 15414     653.14 -355.99
3 15415     80.87 -403.61
7 15415     -92.59998 -2.679993
10 15415     -113.69 8.669983
15 15415     -57.06 -17.73999
3 15416     537.6899 -407.6
6 15416     586.26 34.26001
3 15417     537.6899 -407.6
12 15417     663.59 43.45001
3 15418     38.12 -410.22
6 15418     -66.03003 -119.65
15 15418     -97.28998 -8.359985
3 15419     -5.210022 -412.33
6 15419     -110.37 -117.78
3 15420     293.22 -414.86
6 15420     212.89 -124.54
8 15420     344.32 -146.65
10 15420     118.32 -47.78003
12 15420     228.33 -83.62
3 15421     -612.77 -415.72
9 15421     -634.26 -49.95001
3 15422     746.14 -415.9399
7 15422     722.4 10.44
3 15423     -244.34 -419.01
12 15423     -296.68 -9.859985
3 15424     182.95 -419.74
15 15424     57.03003 -66.84003
3 15425     101.19 -425.25
6 15425     -1.820007 -141.15
8 15425     174.28 -148.65
12 15425     1.599976 -89.47998
15 15425     -39.16998 -48.45001
3 15426     265.6801 -427.8101
6 15426     179.26 -141.27
7 15426     78.34998 -40.56
12 15426     191.25 -98.90002
13 15426     513.75 -367.04
3 15427     -128.83 -428.5
8 15427     -10.97998 -137.64
3 15428     191.99 -433.59
6 15428     95.91998 -150.4301
3 15429     197.8101 -435.2
8 15429     256.85 -160.17
10 15429     -2.039978 -50.78998
3 15430     -491.12 -435.63
5 15430     238.5 -533.4301
8 15430     -238.4 -99.38
9 15430     -441.9 -27.59998
13 15430     71.34003 -139.61
3 15431     164.8 -438.12
6 15431     65.25 -154.85
3 15432     346.28 -439.01
4 15432     -473.98 -576.12
3 15433     -93.15002 -442.8199
6 15433     -203.33 -145.22
12 15433     -194.17 -84.46002
3 15434     679.26 -446.21
12 15434     807.96 -24.28998
3 15435     -158.56 -448.7
6 15435     -266.3 -137.59
3 15436     -53.89001 -457.87
8 15436     41.66998 -168.96
3 15437     263.8101 -458.6
4 15437     -450.25 -494.61
6 15437     166.86 -185.39
12 15437     171.86 -143.13
13 15437     495.8 -402.09
3 15438     -48.84998 -459.51
6 15438     -162.11 -173.7
10 15438     -245.33 -12.75
12 15438     -160.52 -115.03
15 15438     -210.15 -44.62
3 15439     -46.23999 -460.96
6 15439     -160.59 -177.21
12 15439     -159.42 -118.12
15 15439     -209.99 -47.5
3 15440     -46.23999 -460.96
8 15440     47.64001 -171.82
3 15441     375.2 -460.9301
6 15441     296.82 -177.4301
3 15442     116.69 -466.67
8 15442     181.86 -185.33
3 15443     111.98 -477.62
10 15443     -121.71 -83.78003
12 15443     -5.109985 -157.65
15 15443     -66.71002 -126.22
3 15444     121.68 -483.04
6 15444     9 -215.87
12 15444     3.01001 -165.58
3 15445     175.9 -501.6
6 15445     68.02002 -231.05
8 15445     229.96 -218.22
9 15445     116.3 -72.04999
12 15445     66.16998 -184.34
15 15445     7.119995 -166.41
3 15446     -172.72 -502.09
8 15446     -44.45001 -191.74
3 15447     142.6 -505.59
6 15447     32.26001 -233.98
9 15447     87.15997 -75.89001
3 15448     -499.64 -508.88
15 15448     -370.99 201.34
3 15449     592.98 -515.25
7 15449     520.75 -61.39001
12 15449     667.05 -111.39
3 15450     309.21 -519.62
6 15450     215.68 -238.49
12 15450     224.9399 -201.17
3 15451     375.97 -522.45
10 15451     190.0699 -163.07
3 15452     -513.93 -525.98
15 15452     -396.06 178.7
3 15453     -484.54 -528.42
6 15453     -553.04 -96.53998
10 15453     -393.82 173.97
3 15454     368.25 -528.23
6 15454     287.28 -236
15 15454     292.24 -223.51
3 15455     -124.04 -529.22
9 15455     -137.26 -98
3 15456     42.59998 -536.0699
12 15456     -67.73999 -197
3 15457     190.36 -546.5699
8 15457     241.53 -254.13
3 15458     174.99 -547.89
6 15458     67.09998 -268.4399
3 15459     343.98 -558.16
8 15459     379.06 -266.85
3 15460     206.65 -566.5699
8 15460     255.72 -269.85
3 15461     52.82001 -580.58
6 15461     -56.57001 -287.59
12 15461     -53.63 -236.4
3 15462     -1.919983 -584.58
6 15462     -109.72 -285.49
3 15463     2.349976 -588.11
6 15463     -105.85 -288.67
3 15464     230.9399 -591.63
6 15464     128.37 -305.7
12 15464     133.38 -264.91
3 15465     -10.47998 -606.5601
6 15465     -118.01 -302.35
8 15465     76.53998 -286.39
3 15466     211.15 -607.79
10 15466     -14.63 -199.87
3 15467     -683.91 475.49
5 15467     285.91 496.9
14 15467     191.3199 386.36
3 15468     -336.38 437.25
5 15468     571.02 395.08
11 15468     286.86 180.13
14 15468     460.64 292.2
3 15469     -345.23 427.77
5 15469     560.88 385.63
14 15469     451.23 282.17
3 15470     -562.89 404.05
13 15470     101.69 567.07
14 15470     216.12 226.58
3 15471     -337.51 399.01
5 15471     567.78 356.03
11 15471     288.01 149.34
14 15471     458.85 255.11
3 15472     -531.83 384.37
5 15472     346.59 311.68
11 15472     95.02002 108.57
13 15472     128.45 552.52
14 15472     246.64 209.67
3 15473     -559.11 373.06
11 15473     69.62 101.32
3 15474     -395.33 371.05
5 15474     482.78 301.45
3 15475     -339.91 366.1
5 15475     560.79 319.23
11 15475     283.0699 120.53
13 15475     307.12 566.27
14 15475     453.3199 220.1
3 15476     -551.66 362.25
13 15476     110.35 531.68
14 15476     225.24 187.22
3 15477     -237.32 359.79
14 15477     645.9399 311.92
3 15478     -490.64 349.6
5 15478     380.3 271.09
11 15478     118.07 77.39999
13 15478     157.6801 518.73
14 15478     279.91 171.07
3 15479     -439.44 342.51
5 15479     434.63 270.86
3 15480     -483.74 336.78
4 15480     244.95 -376.52
11 15480     117.13 65.59
3 15481     -458.26 314.59
5 15481     403.5601 228.77
13 15481     177.45 483.27
14 15481     302.38 130.98
3 15482     -449.42 315.21
5 15482     413.59 230.77
13 15482     186.04 485.05
14 15482     312.2 132.71
3 15483     -298.06 314.09
5 15483     591.29 252.24
3 15484     -470.65 312.42
5 15484     391.11 229.35
3 15485     -436.71 297.29
5 15485     420.9399 208.12
13 15485     192.03 466.55
14 15485     319.5 112.06
3 15486     -355.97 270.4
5 15486     503.35 183.51
13 15486     260.59 447.88
14 15486     399.63 88.64001
3 15487     -295.25 266.65
13 15487     320.76 454.27
14 15487     470.5699 94.25
3 15488     -258.8 254.01
13 15488     357.14 449.98
3 15489     -349.05 245.6
13 15489     268.22 429.1
14 15489     408.49 67.09003
3 15490     -404.77 224.16
14 15490     343.9399 38.09003
3 15491     -123.26 211.09
11 15491     476.89 -7.75
13 15491     495.6 431.46
14 15491     679.76 64
3 15492     -168.91 209.31
13 15492     447.58 423.54
14 15492     621.98 55.82001
3 15493     134.6 208.36
11 15493     606.26 -96.90997
3 15494     -614.07 201.54
4 15494     161.02 -262.49
5 15494     219.0601 91.72998
11 15494     -35.79999 -71.71997
3 15495     290.03 199.56
8 15495     423.12 414.9
3 15496     -650.34 196.79
5 15496     182.5 84.25
8 15496     -362.21 405.83
3 15497     209.77 196.95
8 15497     361.8 417.47
11 15497     670.7 -122.47
3 15498     206.47 194.41
6 15498     278.36 821.54
8 15498     359.29 415.38
9 15498     152.73 549.87
11 15498     669.16 -124.47
3 15499     317.3 189.98
8 15499     447.24 405.51
9 15499     252.8199 546.44
3 15500     -256.61 188.92
5 15500     618.77 114.16
13 15500     356.49 393.98
14 15500     514.03 24.10999
3 15501     -677.47 188.13
5 15501     155.38 74.60999
8 15501     -384.24 397.55
3 15502     -267.87 187.66
8 15502     -29.47998 415.3
3 15503     -122.41 183.26
8 15503     100.81 416.95
11 15503     477.9399 -32.53003
14 15503     679.75 37.56
3 15504     -83.45001 182.25
8 15504     134.61 413.92
11 15504     523.95 -29.77002
3 15505     -280.46 181.17
6 15505     -318.13 869.89
14 15505     485.73 13.81
3 15506     -188.07 178.96
13 15506     426.09 394.66
14 15506     597.52 23.20001
3 15507     -508.63 177.46
13 15507     118.98 352.89
3 15508     -174.88 157.26
13 15508     437.73 377.45
3 15509     -157.02 152.74
13 15509     456.1801 375.51
14 15509     634.28 0.1099854
3 15510     -209.88 151.92
13 15510     401.55 368.15
14 15510     568.84 -6.840027
3 15511     112.65 151.92
6 15511     161.3 780.76
8 15511     279.72 380.5
9 15511     68.42999 508.39
11 15511     590.41 -143.54
14 15511     882.54 -88.39001
3 15512     -294.1 151.09
4 15512     130.51 -481.71
5 15512     570.04 73.04999
6 15512     -334.4 827.12
14 15512     467.96 -17.03998
3 15513     362.22 146.41
6 15513     447.09 695.49
3 15514     -327.15 143.88
14 15514     430.05 -27.06
3 15515     -327.15 143.88
13 15515     286.08 348.41
14 15515     430.05 -27.06
3 15516     -152.61 135.46
5 15516     744.86 68.57001
6 15516     -142.86 842.61
3 15517     -98.41998 134.11
5 15517     817.92 73.28003
6 15517     -67.02002 854.16
8 15517     121.85 373.71
13 15517     515.91 365.93
14 15517     706.99 -12.45001
3 15518     -154.14 126.56
11 15518     440.45 -85.13
14 15518     635.9399 -26.40002
3 15519     -517.6 120.55
11 15519     54.41998 -124.1
14 15519     220.74 -67.71002
3 15520     -480.49 117.08
6 15520     -577.08 734.34
8 15520     -214.97 348.38
11 15520     88.65002 -123.84
3 15521     -272.17 103.83
11 15521     305.0699 -116.12
3 15522     -285.67 94.91998
6 15522     -317.88 756.86
9 15522     -287.58 466.73
3 15523     -484.32 87.48999
14 15523     254.5601 -94.82001
3 15524     233.98 87.67999
8 15524     380.04 320.74
3 15525     -646.91 84.67999
5 15525     180.34 -16.14001
14 15525     90.06 -109.78
3 15526     -484.91 82.09003
11 15526     86.09003 -150.28
14 15526     253.67 -99.59998
3 15527     -688.21 78.71997
8 15527     -388.2 307.81
11 15527     -99.78998 -167.01
14 15527     50.59003 -118.14
3 15528     -517.55 76.40002
5 15528     312.29 -16.29999
11 15528     54.09998 -157.09
14 15528     218.9 -107.23
3 15529     290.53 68.04999
6 15529     353.22 610.4
9 15529     227.23 433.18
3 15530     -554.14 61.51001
14 15530     179.9399 -124.13
3 15531     -513.09 56.54999
13 15531     113.58 259.09
14 15531     222.9 -124.86
3 15532     102.91 32.79999
8 15532     269.41 277.57
9 15532     61.45001 398.4
12 15532     260 614.81
13 15532     633.09 200.65
14 15532     862.05 -214.46
3 15533     -118.11 25.37
5 15533     779.6899 -43.53998
6 15533     -90.89001 710.37
13 15533     486.03 270.04
3 15534     245.55 17.10999
6 15534     313.38 588.74
8 15534     387.28 259.91
3 15535     -201.49 0.4400024
13 15535     399.5699 242.57
3 15536     481.2 -0.3499756
12 15536     651.08 503.63
3 15537     481.2 -0.3499756
12 15537     651.08 503.63
3 15538     -201.5 -5.75
5 15538     669.79 -78.71997
9 15538     -205.21 357.52
11 15538     384.29 -199.57
12 15538     -35.29999 613.94
3 15539     -379.8 -17.64001
13 15539     229.78 213.58
3 15540     207.78 -54.12
8 15540     353.41 200.19
3 15541     207.78 -54.12
8 15541     353.41 200.19
3 15542     207.78 -54.12
8 15542     353.41 200.19
3 15543     489.24 -62.82001
6 15543     573.1801 417.58
7 15543     565.14 406.96
8 15543     585.14 175.85
3 15544     -138.03 -69.33002
11 15544     454.08 -249.63
3 15545     -35.96997 -85.64001
8 15545     174.68 194.08
9 15545     -55.28998 292.61
13 15545     557.01 180.2
14 15545     767.03 -236
3 15546     -42.16998 -91.21997
7 15546     204.27 584.55
8 15546     171.37 188.34
13 15546     551.61 175.6
3 15547     -42.16998 -91.21997
7 15547     204.27 584.55
8 15547     171.37 188.34
13 15547     551.61 175.6
3 15548     -569.92 -94.90002
5 15548     246.34 -173.71
3 15549     533.27 -110.55
7 15549     596.02 345.34
9 15549     439.54 272.59
3 15550     568.25 -136.68
9 15550     469.12 249.86
10 15550     822.74 338.79
12 15550     733.8101 328.78
3 15551     379.4301 -138.56
6 15551     437.99 350.02
12 15551     521.75 359.31
3 15552     199.8101 -170.88
7 15552     101.1 232
13 15552     534.6 -131.28
3 15553     195.15 -178.8
8 15553     281.48 65.48001
3 15554     9.039978 -184.8
6 15554     -73.06 159.24
3 15555     5.150024 -188.13
5 15555     632.03 -532.26
7 15555     -92.39001 235.36
13 15555     364.59 -118.29
3 15556     -422.22 -189.24
6 15556     -465.63 390.65
8 15556     -157.27 105.94
9 15556     -391.29 187.74
3 15557     146.68 -189.05
8 15557     236.77 55.63
3 15558     -426.07 -190.3
8 15558     -160.86 104.12
9 15558     -394.91 186.6
3 15559     93.03003 -192.34
8 15559     190.06 54.97
9 15559     44.63 194.3
3 15560     193.87 -203.79
4 15560     -261.1 -543.64
9 15560     133.44 185.47
13 15560     510.62 -168.4
15 15560     181.63 222.77
3 15561     431.73 -212.75
7 15561     487.23 278.89
10 15561     653.4301 318.07
12 15561     572.3199 268.38
3 15562     462.79 -215.98
7 15562     513.8199 267.2
8 15562     564.02 40.26001
12 15562     605.28 258.96
3 15563     725.7 -224.81
7 15563     752.09 180.53
3 15564     538.41 -231.57
7 15564     578.9301 230.72
9 15564     439.76 166.52
12 15564     686.53 227.46
3 15565     263.89 -231.85
6 15565     210.9 96.20001
7 15565     143.3 156.77
8 15565     338.86 15.73001
10 15565     175.56 171.67
12 15565     239.77 141.27
13 15565     572.72 -198.29
15 15565     281.92 176.87
3 15566     559.91 -237.15
9 15566     457.97 160.97
12 15566     709.41 216.85
3 15567     361.72 -251.76
6 15567     408.8 228.6
15 15567     771.6 341.51
3 15568     89.84003 -271.43
10 15568     -56.92999 150.1
3 15569     527.42 -271.97
7 15569     561.64 197.46
3 15570     529.85 -278.4
7 15570     562.21 191.94
9 15570     431.21 126.44
3 15571     761.34 -282.52
7 15571     770.6899 118.07
3 15572     -36.34998 -286.99
12 15572     -110.36 91.40997
3 15573     550.85 -288.61
7 15573     579.02 176.46
3 15574     82.53003 -291.77
4 15574     -282.76 -426.79
6 15574     -8.590027 12.48999
8 15574     170.04 -33.17999
12 15574     4.590027 66.70001
3 15575     9.76001 -293.22
6 15575     -84.44 19.10999
12 15575     -68.40997 74.84003
3 15576     158.66 -295.08
8 15576     235.21 -38.94
10 15576     3.840027 105.46
12 15576     87.87 56.06
3 15577     673.35 -295.37
7 15577     686.7 133.7
9 15577     552.97 111.62
3 15578     673.35 -295.37
7 15578     686.7 133.7
9 15578     552.97 111.62
3 15579     180.15 -296.27
15 15579     105.68 90.39001
3 15580     33.33002 -304.47
15 15580     -58.96997 129.27
3 15581     -146.21 -305.18
5 15581     479.63 -586.54
6 15581     -233.8 56.07001
8 15581     -4.690002 -26.19
12 15581     -189.55 109.57
13 15581     252.41 -167.13
3 15582     306.3 -307.06
13 15582     594.5699 -266.91
3 15583     470.37 -310.39
6 15583     522.83 147.05
12 15583     602.8101 156.76
3 15584     720.6 -313.48
7 15584     724.91 103.18
9 15584     592.23 96.07001
3 15585     -87.78003 -324.59
6 15585     -183.47 5.789978
9 15585     -111.25 74.91998
3 15586     -71.28998 -324.59
7 15586     -178.98 115.43
13 15586     282.4301 -214.8
3 15587     -83.34998 -325.69
6 15587     -179.35 3.159973
9 15587     -107.58 74.23999
3 15588     518.47 -329.5
6 15588     573.6 119.09
7 15588     542.95 151.13
10 15588     709.41 158.5
12 15588     651.59 128.16
3 15589     487.92 -333.76
7 15589     516.37 156.08
3 15590     109.52 -339.84
7 15590     -48.65002 56.79999
15 15590     7.76001 57.72998
3 15591     -568.69 -341.12
9 15591     -601.33 17.22998
3 15592     211.87 -351.86
7 15592     47.45001 33.65997
3 15593     420.03 -361.61
8 15593     472.02 -99.62
3 15594     305.1801 -365.02
4 15594     -405.55 -582.4
3 15595     191.12 -375.3
8 15595     258.5 -108.87
3 15596     -581.02 -377.91
9 15596     -608.54 -15.45001
3 15597     -588.88 -379.93
9 15597     -616.08 -17.5
3 15598     -593.14 -382.14
9 15598     -619.74 -19.90997
3 15599     -618.23 -389.38
9 15599     -643.02 -27.83002
3 15600     174.79 -392.51
12 15600     91.28998 -56.42999
3 15601     327.63 -405.48
4 15601     -441.71 -584.4
7 15601     153 -26.97998
10 15601     167.13 -42.71997
13 15601     580.0601 -360.39
15 15601     273.45 -76.76001
3 15602     79.89001 -406.66
10 15602     -113.97 5.789978
15 15602     -57.62 -21.17999
3 15603     -183.17 -414.8101
4 15603     -267.95 -264.13
6 15603     -289 -97.65997
7 15603     -283.04 47
8 15603     -52.45001 -122.24
12 15603     -266.8 -35.22998
3 15604     -494.28 -418.5699
5 15604     244.4301 -511.86
8 15604     -237.2 -84.22998
3 15605     377.76 -420.3101
8 15605     419.16 -155.3
3 15606     -112.08 -421.09
8 15606     4.390015 -131.57
3 15607     174.83 -430.28
10 15607     -25.38 -41.09003
15 15607     45.90002 -75.29999
3 15608     53.23999 -437.54
6 15608     -50.84998 -147.9
3 15609     -48.89001 -445.1899
8 15609     48.98999 -156.69
9 15609     -76.41998 -28.31
15 15609     -189.56 -16.71997
3 15610     -63.84998 -445.6899
8 15610     36.59003 -156.46
3 15611     298.59 -451.13
8 15611     341.83 -180.58
3 15612     40.46002 -456.42
8 15612     120.96 -171.81
3 15613     -118.23 -460.36
6 15613     -227.23 -158.09
3 15614     231.65 -463.7
4 15614     -440.27 -467.6801
6 15614     131.52 -191.65
7 15614     24.40997 -83.64001
8 15614     281.24 -188.71
12 15614     133.68 -147.7
13 15614     466.78 -400.39
15 15614     85.84003 -140.93
3 15615     349.59 -468.71
6 15615     265.47 -189.04
8 15615     387.69 -196.3
9 15615     266.15 -41.34003
3 15616     221.22 -468.86
4 15616     -438.6 -455.45
6 15616     115.61 -199.21
10 15616     -8.109985 -101.75
15 15616     64.54999 -146.28
3 15617     219.4 -472.27
7 15617     6.460022 -93.27002
3 15618     314.3101 -479
8 15618     353.71 -204.21
9 15618     234.58 -50.88
12 15618     230.17 -165.63
3 15619     217.84 -498.14
6 15619     110.23 -228.04
8 15619     264.03 -217.24
9 15619     150.54 -68.44
12 15619     109.81 -183.74
3 15620     197.3199 -505.3101
6 15620     90.26001 -233.77
12 15620     89.44 -189.09
3 15621     180.53 -523.04
6 15621     72.70001 -248.37
3 15622     141.72 -528.28
6 15622     31.53998 -252.24
3 15623     179.98 -544.47
6 15623     71.81 -265.89
9 15623     118.64 -107.22
12 15623     72.79999 -221.06
3 15624     146.97 -549.34
6 15624     37.71002 -269.77
8 15624     204.23 -253.8
9 15624     91.90002 -111.66
10 15624     -82.59003 -143.68
12 15624     37.39001 -222.96
15 15624     -19.48999 -196.63
3 15625     146.97 -549.34
6 15625     37.71002 -269.77
8 15625     204.23 -253.8
9 15625     91.90002 -111.66
10 15625     -82.59003 -143.68
12 15625     37.39001 -222.96
15 15625     -19.48999 -196.63
3 15626     261.04 -561.86
6 15626     159.79 -280.53
3 15627     -438.89 -572.77
7 15627     -378.07 35.08002
13 15627     61.52002 -273.5
15 15627     -363.38 92.81
3 15628     -454.26 -573.5601
9 15628     -405.25 -140.23
3 15629     176.95 -589.8199
6 15629     69.82001 -303.02
12 15629     73.32001 -259.03
15 15629     20.54999 -237.54
3 15630     156.67 -597.4399
6 15630     48.78003 -308.86
9 15630     100.64 -150.64
12 15630     51.25 -263.63
15 15630     -1.859985 -237.85
3 15631     248.88 -612.9399
6 15631     146.39 -322.65
10 15631     24.28003 -213.13
12 15631     153.17 -283.72
3 15632     -476.06 -618.25
9 15632     -420.79 -177.25
3 15633     -681.37 442.01
14 15633     192.47 354.93
3 15634     -566.87 435.1
14 15634     214.59 255.71
3 15635     -345.6 433.74
5 15635     560.4301 392.52
14 15635     451.13 289.09
3 15636     -342.92 417.86
4 15636     308.92 -508.9301
5 15636     562.37 375.2
14 15636     453.7 273.27
3 15637     -335.25 374.84
11 15637     289.92 129.41
13 15637     313.13 576.11
3 15638     -280.25 316.26
4 15638     237.71 -531.75
5 15638     615.15 256.98
3 15639     -482.36 307.65
5 15639     381.08 225.88
13 15639     158.97 480.42
14 15639     280.77 128.61
3 15640     -442.28 303.1
4 15640     222.13 -392.59
5 15640     413.96 217.61
3 15641     -708.9 288.13
11 15641     -97.78998 -5.76001
3 15642     -412.67 279.81
4 15642     205.4301 -405.75
5 15642     440.74 187.48
3 15643     -717.51 277.69
5 15643     132.64 166.06
3 15644     -314.81 269.63
13 15644     301.55 453.84
14 15644     448.22 94.42001
3 15645     -310.69 262.26
5 15645     558.59 181.6
11 15645     262.26 8.840027
3 15646     -175.13 246.59
11 15646     413.86 14.23999
14 15646     614.99 91.56
3 15647     -202.98 245.77
4 15647     188.15 -574.0699
3 15648     -66.31 215.64
11 15648     546.17 3.460022
14 15648     754.58 76.44
3 15649     -152.33 210.93
13 15649     465.65 427.35
14 15649     643.98 59.84998
3 15650     -13.25 207.76
8 15650     199.96 439.67
3 15651     -674.37 202.47
11 15651     -89.45001 -76.83002
3 15652     -306.54 197.75
8 15652     -64.26001 421.56
3 15653     -271.33 185.66
5 15653     601.03 109.91
8 15653     -32.78003 412.92
13 15653     341.9399 389.59
14 15653     496.72 19.31
3 15654     319.71 185.33
6 15654     398.95 752.2
3 15655     385.36 174.55
8 15655     506.7 390.26
3 15656     -781.13 169.78
11 15656     -177.52 -108.72
3 15657     -299.41 159.38
4 15657     136.2 -478.5
5 15657     564.64 80.77002
6 15657     -341.97 837.07
8 15657     -56.52002 389.58
13 15657     312.9301 364.79
14 15657     462.01 -8.5
3 15658     -584.97 150.68
5 15658     245.88 48.73999
8 15658     -305.36 372.48
11 15658     -9.22998 -106.16
13 15658     53.60999 324.33
14 15658     153.04 -46.17999
3 15659     -64.84003 150.54
8 15659     151.96 389.07
3 15660     -323.7 148.56
4 15660     129.71 -457.63
5 15660     534.53 67.15002
6 15660     -373.87 816.24
3 15661     -172.02 144.61
8 15661     56.06 381.18
11 15661     418.64 -71.47998
3 15662     -446.13 139.09
5 15662     393.46 47.27002
11 15662     124.51 -103.71
14 15662     298.13 -43.84998
3 15663     200.75 124.87
6 15663     266.95 731.94
3 15664     161.62 120.9
6 15664     219.55 733.25
8 15664     319.37 352.25
9 15664     112.77 480.8
3 15665     -58.69 113.28
6 15665     -12.02002 840.98
11 15665     553.87 -84.81
13 15665     556.9399 352.53
14 15665     757.66 -28.98999
3 15666     -97.62 111.62
11 15666     506.3 -92.34003
3 15667     -320.67 106.75
4 15667     106.63 -455.1
5 15667     535.1801 27.60999
8 15667     -75.16998 347.09
11 15667     253.9 -116.18
14 15667     435.5 -61.72998
3 15668     -717.79 99.48999
14 15668     23.52002 -102.36
3 15669     -166.77 90.53998
6 15669     -157.44 782.17
9 15669     -177.39 446.2
3 15670     -87.88 85.41998
6 15670     -52.46997 794.25
8 15670     130.96 334.02
13 15670     522.05 325.23
3 15671     174.06 85.34003
6 15671     232.36 685.23
9 15671     123.19 448.42
3 15672     170.44 76.54999
6 15672     227.31 675.05
9 15672     120.29 438.34
3 15673     -97.81 76.59998
5 15673     812.02 11.17999
6 15673     -65.27002 779.03
8 15673     122.4 326.11
9 15673     -114.84 434.55
13 15673     511.16 314.97
14 15673     703.89 -71.81
3 15674     -253.78 70.38
13 15674     352.13 294.77
3 15675     443.8101 69.92999
6 15675     537.9301 583.85
7 15675     547.77 558.24
12 15675     617.41 595.88
3 15676     -546.46 60.97998
5 15676     281.42 -32.45001
11 15676     27.76001 -170.54
14 15676     189.96 -123.22
3 15677     -496.58 59.19
11 15677     73.97998 -167.87
3 15678     -154.21 50.10999
5 15678     734.8101 -21.19
13 15678     450.7 287.15
14 15678     630.97 -103.66
3 15679     112.98 40.81
8 15679     277.55 284.59
3 15680     -131.31 35.21002
13 15680     473.0601 276.79
14 15680     658.59 -116.54
3 15681     -89.65002 34.41998
5 15681     817.8199 -34.10999
