5 2335 5621
4 1494 611.537720 -266.572067
3 1495 498.564575 -237.149323
4 1495 588.287109 -264.799805
3 1496 -78.385864 -234.845718
4 1496 -49.075439 -228.725922
3 1497 120.100464 -232.841492
4 1497 146.449280 -238.476593
3 1498 71.897705 -227.187454
4 1498 99.772766 -230.013245
3 1499 -194.510986 -225.010025
4 1499 -185.765137 -210.918320
3 1500 539.275146 -225.134232
4 1500 631.182617 -254.983368
3 1501 9.239929 -222.350830
4 1501 38.196777 -220.999420
3 1502 134.149597 -218.899323
4 1502 159.753479 -224.960510
3 1503 147.895752 -217.687744
4 1503 173.015503 -224.378922
3 1504 144.524780 -211.604095
4 1504 170.033325 -218.142624
3 1505 431.852661 -212.008575
4 1505 520.534912 -235.635025
3 1506 -6.315247 -211.231400
4 1506 22.993103 -208.635117
3 1507 10.141113 -210.965042
4 1507 39.175476 -209.164215
3 1508 82.048401 -206.255371
4 1508 109.512390 -208.515045
3 1509 521.952148 -198.511261
4 1509 615.104858 -227.190689
3 1510 513.033569 -196.528870
4 1510 605.732178 -224.682358
3 1511 438.388062 -195.394867
4 1511 528.231689 -218.913177
3 1512 -225.148468 -194.394318
4 1512 -210.331787 -176.276520
3 1513 -69.010071 -194.434784
4 1513 -39.728088 -186.730957
3 1514 148.275757 -193.547485
4 1514 173.198914 -199.712067
3 1515 118.696838 -191.741577
4 1515 144.689575 -195.993896
3 1516 -70.346130 -188.474487
4 1516 -41.148376 -180.497284
3 1517 91.778687 -188.714294
4 1517 118.708557 -191.474060
3 1518 157.615540 -189.172058
4 1518 182.174500 -195.697540
3 1519 515.648804 -187.992157
4 1519 609.129272 -216.040756
3 1520 4.783142 -185.862030
4 1520 33.686035 -182.725372
3 1521 528.664795 -184.856873
4 1521 622.807251 -213.850449
3 1522 512.572144 -183.665314
4 1522 606.191772 -211.840683
3 1523 519.173462 -183.038055
4 1523 613.182983 -211.492691
3 1524 524.090698 -182.834778
4 1524 618.227661 -211.543869
3 1525 -68.241943 -169.093323
4 1525 -39.026917 -160.291016
3 1526 525.830688 -167.828522
4 1526 620.961182 -196.672363
3 1527 515.841431 -164.988281
4 1527 610.774170 -193.166870
3 1528 323.279907 -136.813873
4 1528 412.186890 -152.693512
3 1529 -187.905365 -108.038757
4 1529 -148.926758 -86.580383
3 1530 8.624878 -98.897827
4 1530 61.457581 -91.460052
3 1531 -193.451019 -98.293304
4 1531 -153.028687 -75.879669
3 1532 13.112549 -95.918213
4 1532 66.394958 -89.320953
3 1533 58.478210 -95.469696
4 1533 114.151855 -92.118622
3 1534 399.862793 -83.872498
4 1534 495.513916 -103.887024
3 1535 282.612854 -72.218811
4 1535 372.907715 -83.688965
3 1536 399.051636 -62.946960
4 1536 495.722046 -82.715637
3 1537 -3.783875 -45.546356
4 1537 64.878601 -34.668610
3 1538 52.538086 -45.756866
4 1538 122.889465 -39.539276
3 1539 1.862427 -43.625122
4 1539 70.946411 -33.375793
3 1540 -92.276794 -40.969421
4 1540 -26.766418 -23.249420
3 1541 -141.022888 -39.516113
4 1541 -77.782898 -17.043640
3 1542 -108.407410 -37.045929
4 1542 -42.318481 -17.600372
3 1543 -182.609833 -31.158783
4 1543 -118.970764 -4.389069
3 1544 -68.726929 -27.064087
4 1544 2.355713 -10.109528
3 1545 55.527527 -18.095581
4 1545 135.229370 -11.069550
3 1546 -85.931152 -17.006104
4 1546 -13.075195 2.076050
3 1547 -75.967773 -15.858978
4 1547 -1.950623 2.843170
3 1548 33.504883 -14.360474
4 1548 113.140930 -5.063538
3 1549 109.552246 -7.808441
4 1549 195.757141 -3.821472
3 1550 -142.372009 -6.889160
4 1550 -69.588623 17.926788
3 1551 58.635315 -2.754364
4 1551 142.671021 5.213013
3 1552 -227.712860 2.565399
4 1552 -158.232727 36.224365
3 1553 -66.907227 3.033447
4 1553 13.394775 21.981323
3 1554 -148.089233 6.493073
4 1554 -71.802551 33.195343
3 1555 -56.089233 7.344116
4 1555 25.674072 25.552399
3 1556 89.653992 9.130554
4 1556 178.948059 14.749756
3 1557 -179.542938 10.600677
4 1557 -104.141602 40.431580
3 1558 100.337463 12.878418
4 1558 191.711121 18.075317
3 1559 67.023560 15.105225
4 1559 157.164978 23.120819
3 1560 25.322327 16.077576
4 1560 114.203857 27.984955
3 1561 -136.067993 19.754639
4 1561 -55.416992 46.233917
3 1562 64.649414 22.341553
4 1562 157.008484 30.959503
3 1563 -172.174164 24.924561
4 1563 -91.903564 55.616852
3 1564 93.377136 25.291229
4 1564 187.970337 32.655731
3 1565 -159.284424 26.410492
4 1565 -77.921936 55.659760
3 1566 55.970459 32.331177
4 1566 150.732117 42.509277
3 1567 -153.722107 40.310547
4 1567 -67.125061 69.989563
3 1568 -54.181030 84.075439
4 1568 39.645996 107.867493
3 1569 -67.092773 94.466064
4 1569 28.825684 119.093994
3 1570 170.835205 100.186401
4 1570 279.070312 102.910889
3 1571 -147.972900 119.045166
4 1571 -53.764160 153.624634
3 1572 -27.156067 119.561707
4 1572 78.758545 142.001282
3 1573 -495.594925 120.877502
4 1573 -440.834122 193.206665
3 1574 375.203003 125.576416
4 1574 482.988037 109.799377
3 1575 -152.565857 127.858154
4 1575 -62.444763 162.950012
3 1576 342.241455 128.504211
4 1576 448.718384 116.162415
3 1577 398.794189 137.970459
4 1577 508.096191 120.554443
3 1578 162.759033 236.655273
4 1578 311.251404 247.246399
3 1579 179.188110 237.156738
4 1579 327.916138 246.387451
3 1580 -25.203552 238.877319
4 1580 117.351685 271.039307
3 1581 171.495117 243.690979
4 1581 322.165222 253.815552
3 1582 -19.614990 249.724976
4 1582 126.726013 281.307861
3 1583 152.195740 251.309875
4 1583 304.177490 264.047791
3 1584 -11.218445 257.088440
4 1584 137.539917 288.371948
3 1585 -5.650208 256.433411
4 1585 143.109802 287.690247
3 1586 -36.312439 261.467407
4 1586 112.359009 296.744995
3 1587 -3.760010 262.709900
4 1587 146.898193 293.815735
3 1588 167.612732 266.083618
4 1588 324.840393 278.437134
3 1589 211.616455 268.682922
4 1589 370.321411 276.138184
3 1590 52.864563 269.976929
4 1590 208.277954 295.667603
3 1591 151.313965 273.181763
4 1591 310.348450 287.660767
3 1592 53.327332 274.476440
4 1592 210.240784 299.988708
3 1593 48.461609 274.678833
4 1593 205.342651 300.973145
3 1594 214.962952 276.691345
4 1594 376.577759 284.325134
3 1595 -15.191406 278.049683
4 1595 139.343689 312.243774
3 1596 -7.513672 279.467651
4 1596 148.351685 312.456177
3 1597 46.873108 279.638733
4 1597 205.251282 306.499023
3 1598 224.736450 279.868530
4 1598 387.616211 287.171997
3 1599 66.302979 281.678772
4 1599 225.797546 306.811890
3 1600 240.767700 283.494141
4 1600 405.031372 288.864380
3 1601 68.523315 285.917542
4 1601 229.262573 310.624817
3 1602 227.080200 286.031250
4 1602 391.976807 292.817078
3 1603 237.242493 289.165894
4 1603 403.283325 295.733459
3 1604 -4.164246 292.800476
4 1604 155.213135 326.186707
3 1605 239.765625 295.119507
4 1605 408.029419 301.119873
3 1606 259.946533 296.933350
4 1606 429.125854 300.803589
3 1607 -30.789001 297.995178
4 1607 130.084778 335.817627
3 1608 64.729370 298.574097
4 1608 229.505676 324.724609
3 1609 245.917786 299.286133
4 1609 415.497559 304.836548
3 1610 67.194458 302.698486
4 1610 233.067627 328.719788
3 1611 -30.655640 303.705383
4 1611 131.479492 341.531677
3 1612 -24.746948 304.104431
4 1612 137.693665 341.378174
3 1613 86.232605 304.199585
4 1613 253.122986 328.249878
3 1614 257.966614 304.464783
4 1614 429.733521 309.380920
3 1615 270.839661 307.406982
4 1615 443.756836 310.815674
3 1616 67.141052 307.743958
4 1616 234.236145 334.190735
3 1617 74.065552 309.169312
4 1617 242.177063 335.045288
3 1618 56.071045 313.081543
4 1618 224.551147 341.670349
3 1619 268.806763 312.856384
4 1619 443.633667 316.781494
3 1620 80.251099 314.504639
4 1620 250.069519 339.798096
3 1621 -13.285950 315.607056
4 1621 154.065552 353.015747
3 1622 90.984253 319.776367
4 1622 262.901184 343.657166
3 1623 105.615662 320.489685
4 1623 278.242065 343.435303
3 1624 111.254272 322.322205
4 1624 284.219666 345.132141
3 1625 -1.888367 326.007629
4 1625 168.123169 362.234131
3 1626 112.782043 327.140625
4 1626 287.233215 349.641357
3 1627 31.406250 331.846985
4 1627 205.438721 364.395996
3 1628 105.026123 333.799500
4 1628 281.186951 357.899536
3 1629 4.974548 336.651184
4 1629 178.474731 373.184204
3 1630 104.913452 338.796082
4 1630 282.902527 363.151794
3 1631 80.906433 342.242920
4 1631 259.009338 369.846863
3 1632 20.092468 347.253296
4 1632 197.608154 382.942261
3 1633 91.790588 355.643494
4 1633 274.587769 382.984436
3 1634 72.277039 366.102905
4 1634 257.231567 396.655579
3 1635 88.971863 382.847595
4 1635 280.220337 412.855530
3 1636 58.453308 385.996155
4 1636 248.877808 419.962097
3 1637 -137.214783 -294.407242
4 1637 -109.006775 -288.617798
3 1638 106.791992 -292.559509
4 1638 134.039246 -299.830460
3 1639 149.448486 -291.887711
4 1639 174.885803 -300.812256
3 1640 142.736938 -286.399551
4 1640 168.753784 -294.909424
3 1641 130.450256 -283.086548
4 1641 156.431213 -290.727386
3 1642 87.955750 -271.376343
4 1642 115.481995 -276.354919
3 1643 -23.492737 -266.361420
4 1643 6.183960 -265.290466
3 1644 11.099426 -264.247879
4 1644 40.464233 -264.696533
3 1645 153.305237 -263.086319
4 1645 178.976196 -271.652206
3 1646 31.533813 -260.470093
4 1646 60.569763 -262.167023
3 1647 550.288208 -260.393494
4 1647 636.430542 -290.286423
3 1648 146.436401 -258.317841
4 1648 171.870056 -266.089890
3 1649 14.560303 -256.865356
4 1649 43.374817 -257.198914
3 1650 -309.598938 -256.138626
4 1650 -317.191406 -237.871933
3 1651 -148.944336 -255.366425
4 1651 -119.700256 -246.202347
3 1652 0.779968 -253.049332
4 1652 30.845825 -252.505798
3 1653 145.966003 -250.771683
4 1653 171.451660 -258.185715
3 1654 497.163696 -243.722565
4 1654 586.667847 -271.257874
3 1655 97.751099 -241.303543
4 1655 125.400085 -245.979828
3 1656 134.235962 -237.939117
4 1656 160.183838 -244.342041
3 1657 107.636902 -237.091873
4 1657 134.643616 -241.952988
3 1658 527.263184 -236.536987
4 1658 617.897095 -265.670090
3 1659 460.740845 -235.201843
4 1659 548.827637 -260.730026
3 1660 488.346313 -235.322403
4 1660 577.384521 -262.144943
3 1661 -112.562012 -232.857407
4 1661 -84.052979 -224.269684
3 1662 53.531494 -232.718491
4 1662 82.227356 -234.378159
3 1663 502.721313 -230.869568
4 1663 592.928833 -258.700455
3 1664 517.331055 -227.412170
4 1664 608.528442 -256.258774
3 1665 97.405762 -224.844772
4 1665 124.714539 -228.904099
3 1666 154.615173 -224.173828
4 1666 179.377136 -231.358337
3 1667 493.610840 -224.532806
4 1667 583.781372 -251.655014
3 1668 32.219971 -220.981171
4 1668 61.070068 -220.760147
3 1669 111.416016 -221.268646
4 1669 138.106628 -226.055069
3 1670 481.795166 -221.187210
4 1670 571.234863 -247.715103
3 1671 121.786621 -218.942291
4 1671 148.618591 -224.055511
3 1672 443.608643 -218.559158
4 1672 531.099609 -241.901367
3 1673 78.307190 -214.222763
4 1673 105.694031 -216.472610
3 1674 155.657227 -213.736237
4 1674 180.285950 -221.035431
3 1675 -42.272278 -212.287933
4 1675 -13.144470 -207.492386
3 1676 440.313477 -212.311951
4 1676 529.052246 -237.806320
3 1677 -57.920288 -208.480362
4 1677 -28.482483 -202.390381
3 1678 432.118286 -203.447479
4 1678 520.946411 -227.937744
3 1679 144.250916 -199.871155
4 1679 169.393188 -206.176346
3 1680 485.003296 -198.288361
4 1680 577.266357 -225.952011
3 1681 114.015442 -197.191254
4 1681 140.265747 -201.487442
3 1682 122.435730 -188.656677
4 1682 148.123596 -193.296600
3 1683 -133.559814 -185.845581
4 1683 -104.688293 -173.368561
3 1684 128.855042 -183.108185
4 1684 154.809387 -187.906311
3 1685 452.947998 -183.175262
4 1685 544.319092 -207.884155
3 1686 -70.679260 -182.521973
4 1686 -41.575256 -173.724548
3 1687 114.657532 -182.373779
4 1687 140.695435 -186.120514
3 1688 155.497742 -181.048065
4 1688 179.859985 -187.534393
3 1689 -80.220581 -177.437958
4 1689 -50.873291 -168.317413
3 1690 394.841309 -169.558624
4 1690 484.181641 -189.790680
3 1691 506.744995 -153.347717
4 1691 601.795532 -180.995819
3 1692 149.906372 -150.584076
4 1692 173.897583 -155.856995
3 1693 315.945801 -149.842987
4 1693 403.838867 -165.381317
3 1694 329.525940 -134.569733
4 1694 418.426880 -150.445465
3 1695 58.675598 -103.288605
4 1695 112.291565 -99.953522
3 1696 -166.865051 -101.293152
4 1696 -125.290588 -82.204803
3 1697 -186.317505 -93.735535
4 1697 -144.974426 -72.374054
3 1698 -177.362335 -85.854309
4 1698 -134.070190 -63.612488
3 1699 297.066956 -84.677185
4 1699 387.624146 -97.677277
3 1700 23.710388 -65.013428
4 1700 87.937256 -57.176422
3 1701 -84.759216 -55.196899
4 1701 -23.714661 -38.811340
3 1702 10.979492 -49.772766
4 1702 78.542603 -40.805756
3 1703 -73.628845 -48.901428
4 1703 -9.484558 -33.267639
3 1704 293.156860 -49.249023
4 1704 385.545654 -61.273163
3 1705 -94.633545 -48.003784
4 1705 -31.087341 -29.520660
3 1706 -17.097107 -44.946808
4 1706 51.592957 -32.014435
3 1707 -80.315430 -41.959747
4 1707 -14.263123 -25.116333
3 1708 192.190857 -40.516022
4 1708 276.429138 -43.535706
3 1709 -151.110596 -39.758667
4 1709 -88.399414 -16.298340
3 1710 -9.926392 -40.369904
4 1710 60.061035 -28.450623
3 1711 -112.269348 -36.777557
4 1711 -46.945557 -16.814850
3 1712 -125.252502 -35.872650
4 1712 -59.963806 -14.875366
3 1713 -135.102295 -35.407593
4 1713 -70.758423 -13.554840
3 1714 -157.524048 -31.293793
4 1714 -93.210388 -7.343750
3 1715 -26.042542 -29.187531
4 1715 45.409790 -16.146210
3 1716 7.576294 -23.519501
4 1716 82.784058 -12.910675
3 1717 -195.105927 -19.694824
4 1717 -129.784424 8.439697
3 1718 -24.510010 -20.371735
4 1718 49.837402 -6.603088
3 1719 26.699463 -18.920288
4 1719 104.603577 -10.042694
3 1720 115.527466 -18.214508
4 1720 199.395752 -16.192841
3 1721 -65.727539 -14.524780
4 1721 9.233887 3.519440
3 1722 73.620422 -13.936951
4 1722 156.390198 -8.224915
3 1723 446.383545 -13.295959
4 1723 548.620117 -35.895996
3 1724 -259.547913 -1.355621
4 1724 -192.910889 34.241913
3 1725 86.355225 -1.287079
4 1725 172.538025 4.454407
3 1726 266.364502 -1.108734
4 1726 360.440308 -10.372864
3 1727 -243.208984 1.220520
4 1727 -174.216278 36.919342
3 1728 -176.034088 3.285797
4 1728 -102.830322 31.956940
3 1729 -51.487122 2.648407
4 1729 29.936157 20.796295
3 1730 -308.948578 4.360046
4 1730 -263.176178 44.218597
3 1731 -220.186951 4.927917
4 1731 -149.062622 38.384094
3 1732 -234.494568 5.572937
4 1732 -164.499695 40.109619
3 1733 -153.001465 9.693115
4 1733 -75.232117 37.619385
3 1734 -88.246216 9.864288
4 1734 -7.440491 32.047150
3 1735 -144.428101 12.463470
4 1735 -66.476562 39.075989
3 1736 -159.771484 13.720734
4 1736 -82.116455 41.330292
3 1737 -110.273376 13.909271
4 1737 -28.741760 38.579407
3 1738 86.227783 13.579803
4 1738 177.196716 19.114868
3 1739 127.115295 15.774139
4 1739 221.266968 19.598114
3 1740 -96.920410 18.232300
4 1740 -13.665649 40.792816
3 1741 30.791260 18.632782
4 1741 120.672302 30.241791
3 1742 -184.270752 19.621674
4 1742 -105.762268 51.361023
3 1743 -24.738892 19.874481
4 1743 62.910095 36.460480
3 1744 228.496643 23.694702
4 1744 321.727966 17.267303
3 1745 12.527039 24.807709
4 1745 104.372681 38.656311
3 1746 25.699829 25.088379
4 1746 117.555725 37.409851
3 1747 74.879822 24.818481
4 1747 168.962158 32.681061
3 1748 -135.652222 26.599548
4 1748 -52.172913 53.015381
3 1749 41.127197 27.079926
4 1749 134.626404 39.010010
3 1750 82.335510 27.554626
4 1750 176.911987 35.130585
3 1751 -205.222656 30.109406
4 1751 -125.670105 64.063843
3 1752 19.930908 30.846039
4 1752 112.990479 43.991425
3 1753 49.833313 35.648743
4 1753 145.741333 46.495941
3 1754 220.767639 54.645447
4 1754 314.500977 51.407013
3 1755 187.293213 60.880859
4 1755 284.472412 60.129089
3 1756 229.421631 62.475769
4 1756 324.642334 58.292419
3 1757 35.809692 66.008911
4 1757 128.027893 79.742859
3 1758 240.562866 68.107971
4 1758 337.188782 62.980713
3 1759 249.149841 73.325928
4 1759 346.770020 67.386230
3 1760 -69.575012 82.513184
4 1760 23.971985 107.935547
3 1761 -38.812317 83.147339
4 1761 55.887878 104.696777
3 1762 -470.310883 84.956421
4 1762 -411.479370 150.923218
3 1763 -11.903503 87.496887
4 1763 86.358704 106.721619
3 1764 -57.703125 87.800476
4 1764 37.122559 110.886780
3 1765 -85.347290 93.364929
4 1765 9.992310 119.632568
3 1766 -418.175018 96.653931
4 1766 -359.760529 157.088501
3 1767 -58.691589 97.812500
4 1767 38.225098 121.576965
3 1768 -25.746033 99.517456
4 1768 75.168030 120.919128
3 1769 -35.722839 101.434326
4 1769 64.033142 123.725769
3 1770 -79.916626 103.278992
4 1770 18.747864 130.031250
3 1771 -46.041626 102.638916
4 1771 53.508728 125.678467
3 1772 -155.154724 107.110535
4 1772 -63.922363 142.335754
3 1773 -26.874756 108.299988
4 1773 76.129883 129.920898
3 1774 -36.728821 109.355835
4 1774 66.491089 132.459656
3 1775 -65.652100 111.070374
4 1775 34.865845 136.729065
3 1776 -191.611023 113.129822
4 1776 -100.833740 152.536133
3 1777 344.780640 116.579468
4 1777 450.541992 104.013245
3 1778 -166.286621 118.207825
4 1778 -76.580322 154.530151
3 1779 -84.477661 117.812927
4 1779 17.573486 145.913574
3 1780 -543.837006 118.832642
4 1780 -499.168854 195.743042
3 1781 -474.722198 120.807129
4 1781 -416.679199 190.036926
3 1782 -156.913452 126.095764
4 1782 -67.789124 161.294434
3 1783 -55.375366 126.444031
4 1783 51.696716 152.754211
3 1784 395.946045 136.419189
4 1784 505.017578 118.938416
3 1785 152.400085 146.254089
4 1785 273.491516 152.939392
3 1786 -31.439209 151.017334
4 1786 73.216492 175.223938
3 1787 129.208801 161.091797
4 1787 254.783081 171.117004
3 1788 226.249268 169.682617
4 1788 355.463745 170.668030
3 1789 128.234619 171.035706
4 1789 256.036987 181.192017
3 1790 159.829102 173.126831
4 1790 289.034058 180.546204
3 1791 152.048523 178.233887
4 1791 282.968079 187.220764
3 1792 178.933411 178.135254
4 1792 310.362610 183.766418
3 1793 168.641113 183.235657
4 1793 301.371704 190.227661
3 1794 93.131836 184.744385
4 1794 224.181824 199.465271
3 1795 -481.803238 189.704773
4 1795 -409.497986 267.761536
3 1796 193.727173 202.730347
4 1796 333.354492 208.511169
3 1797 193.075378 214.121155
4 1797 334.856873 219.949280
3 1798 146.405579 219.334961
4 1798 288.925049 230.833801
3 1799 303.931274 219.821289
4 1799 448.080688 215.058105
3 1800 315.120422 224.457947
4 1800 461.238159 218.628845
3 1801 169.303040 231.435547
4 1801 315.848022 241.430115
3 1802 248.585510 232.029175
4 1802 396.110229 233.120056
3 1803 185.702881 233.859680
4 1803 334.047485 243.136536
3 1804 110.671204 237.814209
4 1804 258.553955 254.563171
3 1805 147.059509 241.284424
4 1805 297.117188 254.197937
3 1806 161.392090 243.183960
4 1806 311.187927 253.919067
3 1807 316.464539 242.500122
4 1807 468.304688 237.329773
3 1808 -29.252747 246.195007
4 1808 115.375671 278.550110
3 1809 -46.821472 247.339844
4 1809 97.373840 282.556641
3 1810 -38.388733 246.963867
4 1810 106.122681 282.035461
3 1811 -13.064026 251.161255
4 1811 133.730103 282.808105
3 1812 294.888672 262.711670
4 1812 453.225952 260.857605
3 1813 41.548218 271.054077
4 1813 197.746643 298.418518
3 1814 76.930664 271.436829
4 1814 233.869629 294.184998
3 1815 284.162781 272.819092
4 1815 445.573486 272.812439
3 1816 57.849487 281.829651
4 1816 217.098938 307.223389
3 1817 281.019592 282.160278
4 1817 445.603271 282.430969
3 1818 3.544922 284.496277
4 1818 161.255432 316.463867
3 1819 14.875854 286.877930
4 1819 174.882690 317.419006
3 1820 -93.239502 288.779175
4 1820 44.820129 330.081848
3 1821 44.746582 289.825073
4 1821 206.190857 317.287476
3 1822 5.012268 294.473389
4 1822 165.430847 328.703430
3 1823 215.148560 295.266296
4 1823 382.067749 305.009644
3 1824 29.773499 296.407959
4 1824 192.345825 326.495544
3 1825 44.211365 304.085083
4 1825 209.675293 333.324524
3 1826 97.741028 304.412292
4 1826 265.351074 327.448853
3 1827 -13.528748 308.042969
4 1827 150.183838 344.304077
3 1828 -22.214294 309.680298
4 1828 141.381531 346.163330
3 1829 61.188660 310.918335
4 1829 229.137024 338.699463
3 1830 -16.747986 315.280273
4 1830 149.785400 352.670654
3 1831 57.625000 318.645752
4 1831 228.132446 347.151184
3 1832 23.750549 321.469116
4 1832 193.745789 354.057617
3 1833 95.217712 322.482910
4 1833 267.864990 347.391907
3 1834 31.424011 324.046692
4 1834 202.099609 356.403137
3 1835 47.886536 329.162354
4 1835 221.050171 359.975952
3 1836 57.233398 329.037903
4 1836 230.366150 357.383728
3 1837 65.804993 328.678955
4 1837 239.114624 356.736633
3 1838 59.178345 341.331665
4 1838 236.498230 372.690735
3 1839 84.759583 357.457031
4 1839 267.081970 385.908691
3 1840 105.144531 360.400391
4 1840 289.853882 387.072571
3 1841 65.837280 363.531860
4 1841 250.115662 394.621521
3 1842 38.150330 370.189270
4 1842 222.930298 405.205261
3 1843 129.101135 381.023865
4 1843 321.484314 406.491211
3 1844 -171.627014 -31.505707
4 1844 -107.070068 -5.787323
3 1845 153.598267 -341.986870
4 1845 178.628540 -352.598000
3 1846 141.301086 -331.033440
4 1846 167.222351 -340.669937
3 1847 116.986633 -295.540070
4 1847 144.072693 -302.932175
3 1848 125.277161 -295.002182
4 1848 151.314758 -302.758926
3 1849 -136.655518 -293.229065
4 1849 -108.222961 -287.635895
3 1850 149.254395 -293.103775
4 1850 174.717163 -302.086273
3 1851 106.410278 -291.121658
4 1851 133.645447 -298.075943
3 1852 -63.224792 -286.189789
4 1852 -33.696716 -283.731888
3 1853 142.163574 -285.254883
4 1853 168.215454 -293.660889
3 1854 115.780334 -280.404968
4 1854 142.547974 -287.304886
3 1855 -140.687927 -274.454376
4 1855 -112.217041 -266.764587
3 1856 56.201233 -273.301834
4 1856 84.736755 -276.781662
3 1857 66.916077 -272.915695
4 1857 95.170776 -276.832657
3 1858 -25.319092 -271.810181
4 1858 4.204773 -271.598572
3 1859 393.164307 -265.908356
4 1859 476.687378 -287.864044
3 1860 74.732910 -265.007095
4 1860 103.043030 -268.871674
3 1861 151.696960 -261.024490
4 1861 177.812439 -269.987885
3 1862 424.083374 -259.360794
4 1862 509.880493 -282.937027
3 1863 -38.997620 -254.770493
4 1863 -10.848694 -252.138229
3 1864 -31.990173 -255.331741
4 1864 -2.679749 -253.025177
3 1865 66.209656 -255.487183
4 1865 94.541199 -258.864212
3 1866 513.004639 -255.301147
4 1866 600.929321 -284.582809
3 1867 452.431274 -253.418976
4 1867 538.912720 -278.663406
3 1868 111.694214 -246.055893
4 1868 138.706787 -251.710327
3 1869 496.452637 -244.039825
4 1869 585.788208 -271.627426
3 1870 -105.951904 -236.640945
4 1870 -76.552795 -228.840530
3 1871 489.213379 -236.208862
4 1871 578.413452 -263.139618
3 1872 -465.635529 -232.988312
4 1872 -478.996353 -201.457443
3 1873 -113.917908 -233.020508
4 1873 -85.054749 -224.234573
3 1874 501.416382 -230.495514
4 1874 591.822388 -258.256180
3 1875 515.597168 -228.771332
4 1875 607.150024 -256.937744
3 1876 -106.436951 -226.545898
4 1876 -77.312622 -218.256363
3 1877 71.778320 -224.347076
4 1877 99.629028 -226.764008
3 1878 84.192566 -223.472229
4 1878 111.946045 -226.871170
3 1879 32.549805 -222.261597
4 1879 61.383301 -222.107590
3 1880 138.484131 -219.916138
4 1880 164.001526 -226.234299
3 1881 123.564087 -218.079422
4 1881 149.546265 -223.397110
3 1882 -266.099792 -213.626724
4 1882 -260.874573 -193.990509
3 1883 441.144165 -214.428787
4 1883 529.845825 -239.052170
3 1884 154.519714 -213.295578
4 1884 179.151672 -220.497818
3 1885 -292.124817 -212.125900
4 1885 -289.618042 -190.684967
3 1886 514.875854 -212.072235
4 1886 606.580688 -240.347778
3 1887 -45.628540 -211.298950
4 1887 -16.003174 -206.496246
3 1888 -198.183746 -210.133163
4 1888 -183.500366 -195.140442
3 1889 85.501099 -209.571503
4 1889 112.857361 -212.218170
3 1890 -281.128540 -207.820450
4 1890 -278.532410 -187.706512
3 1891 -59.644409 -208.279221
4 1891 -28.482483 -202.390381
3 1892 50.133484 -207.666687
4 1892 78.577759 -208.107986
3 1893 -405.507599 -207.452087
4 1893 -415.934326 -177.923523
3 1894 -455.478241 -205.530228
4 1894 -467.959747 -172.160431
3 1895 -267.288574 -202.566162
4 1895 -260.070496 -182.597443
3 1896 62.242554 -203.463776
4 1896 90.309387 -204.673370
3 1897 105.034973 -202.277466
4 1897 131.965454 -205.996246
3 1898 430.784790 -202.222946
4 1898 520.166382 -225.868790
3 1899 93.853333 -199.517517
4 1899 121.136963 -202.575455
3 1900 143.706116 -199.992004
4 1900 168.896667 -206.357086
3 1901 -67.257812 -198.152863
4 1901 -38.081360 -190.719574
3 1902 485.003418 -198.377075
4 1902 576.694458 -225.183777
3 1903 -299.021301 -197.097198
4 1903 -294.636932 -174.720428
3 1904 112.553467 -197.294586
4 1904 138.609863 -201.655701
3 1905 511.987671 -196.058960
4 1905 604.552734 -224.191574
3 1906 2.025024 -194.101959
4 1906 31.977173 -191.310730
3 1907 68.389526 -194.154205
4 1907 96.480774 -195.474640
3 1908 139.738586 -193.285034
4 1908 164.775696 -198.775360
3 1909 523.827637 -191.801727
4 1909 617.478516 -220.648270
3 1910 60.447388 -191.339081
4 1910 87.893311 -192.042389
3 1911 122.252930 -189.290710
4 1911 148.218262 -193.692535
3 1912 -78.733521 -187.080170
4 1912 -49.582214 -178.241241
3 1913 -26.276001 -185.584778
4 1913 3.658264 -180.654755
3 1914 77.971985 -184.682281
4 1914 105.462830 -186.406769
3 1915 129.720520 -182.986145
4 1915 155.625854 -187.784821
3 1916 153.892334 -181.770142
4 1916 178.184631 -187.872314
3 1917 100.664856 -177.550812
4 1917 128.186951 -180.611664
3 1918 1.956787 -176.653015
4 1918 31.120667 -173.106262
3 1919 332.631287 -161.398651
4 1919 420.575928 -179.212646
3 1920 317.947266 -140.082458
4 1920 405.643799 -155.705231
3 1921 -127.077026 -133.680847
4 1921 -99.563416 -118.485016
3 1922 -90.963623 -126.610565
4 1922 -61.669128 -113.980194
3 1923 -88.846558 -117.420929
4 1923 -60.137146 -104.100952
3 1924 43.731995 -109.216705
4 1924 94.694031 -105.387421
3 1925 55.874146 -109.270966
4 1925 106.493225 -106.911407
3 1926 -175.202881 -106.470825
4 1926 -134.556213 -87.214661
3 1927 -196.698303 -92.887878
4 1927 -155.403503 -70.596558
3 1928 296.104065 -83.782318
4 1928 386.639648 -96.677124
3 1929 38.029541 -75.744202
4 1929 99.489197 -69.005432
3 1930 -225.264465 -73.240997
4 1930 -181.561127 -45.626953
3 1931 23.536987 -65.890106
4 1931 87.412720 -58.164703
3 1932 301.250305 -62.267670
4 1932 393.035645 -74.950256
3 1933 -19.736206 -58.542664
4 1933 44.022583 -47.510834
3 1934 282.787354 -49.977997
4 1934 374.868774 -61.004242
3 1935 -95.183838 -48.742340
4 1935 -31.498352 -30.202667
3 1936 -71.895203 -48.726105
